# species1 chromo1 start1 end1 species2 chromo2 start2 end orientation score score_against_rest_species2_genome score_against_rest_species1_genome
Andrena_hattorfiana	OX122894.2	42465128	42469041	Andrena_minutula	OV815998.1	32380018	32383917	reverse	5531.0	0	0
Andrena_dorsata	OV815487.1	33801842	33802890	Andrena_hattorfiana	OX122894.2	42456968	42458034	reverse	1555.0	0	0
Andrena_dorsata	OV815487.1	33801877	33802891	Andrena_minutula	OV815998.1	32390667	32391642	forward	1254.2	0	0
Andrena_hattorfiana	OX122894.2	42455028	42457998	Andrena_minutula	OV815998.1	32390668	32393517	reverse	3551.3	78.7	0
Andrena_hattorfiana	OX122894.2	42455010	42456520	Andrena_dorsata	OV815487.1	33803342	33804839	reverse	2141.0	0	0
Andrena_hattorfiana	OX122894.2	42458215	42458501	Andrena_minutula	OV815998.1	32389786	32390067	reverse	348.0	78.7	0
Andrena_dorsata	OV815487.1	33799442	33801084	Andrena_minutula	OV815998.1	32387864	32389466	forward	2006.0	0	0
Andrena_dorsata	OV815487.1	33799442	33801091	Andrena_hattorfiana	OX122894.2	42458847	42460503	reverse	2399.0	0	0
Andrena_minutula	OV815998.1	32384998	32389467	Andrena_hattorfiana	OX122894.2	42458853	42463444	reverse	5781.0	0	0
Andrena_minutula	OV815998.1	32392069	32393516	Andrena_dorsata	OV815487.1	33803342	33804820	forward	1705.0	0	0
Andrena_hattorfiana	OX122894.2	42458289	42458488	Andrena_dorsata	OV815487.1	33801393	33801587	reverse	270.0	0	0
Andrena_dorsata	OV815487.1	33801394	33801592	Andrena_minutula	OV815998.1	32389801	32389999	forward	230.0	0	0
Andrena_dorsata	OV815487.1	33805742	33807241	Andrena_hattorfiana	OX122894.2	42452856	42454345	reverse	2124.0	0	0
Andrena_dorsata	OV815487.1	33805742	33807241	Andrena_minutula	OV815998.1	32393984	32395439	forward	1832.0	0	0
Andrena_hattorfiana	OX122894.2	42452678	42454451	Andrena_minutula	OV815998.1	32393878	32395617	reverse	2492.0	0	0
Andrena_hattorfiana	OX122894.2	42448902	42450093	Andrena_minutula	OV815998.1	32397418	32398602	reverse	1341.0	0	0
Andrena_hattorfiana	OX122894.2	42450264	42450549	Andrena_minutula	OV815998.1	32396672	32396941	reverse	237.0	0	0
Andrena_hattorfiana	OX122894.2	42449027	42450702	Andrena_dorsata	OV815487.1	33818660	33820291	reverse	2041.0	0	137.0
Andrena_minutula	OV815998.1	32397417	32398477	Andrena_dorsata	OV815487.1	33819245	33820291	forward	1194.0	0	87.9
Andrena_minutula	OV815998.1	32396667	32396961	Andrena_dorsata	OV815487.1	33818808	33819091	forward	242.1	0	87.9
Andrena_dorsata	OV815487.1	33824494	33825091	Andrena_hattorfiana	OX122894.2	42445199	42445800	reverse	832.0	0	0
Andrena_dorsata	OV815487.1	33824492	33825091	Andrena_minutula	OV815998.1	32401652	32402256	forward	841.0	0	0
Andrena_bicolor	OY482664.1	34691558	34692757	Andrena_minutula	OV815998.1	32406058	32407214	forward	1284.0	0	0
Andrena_bicolor	OY482664.1	34691558	34692757	Andrena_hattorfiana	OX122894.2	42437934	42439136	reverse	1736.0	0	0
Andrena_bicolor	OY482664.1	34691558	34692751	Andrena_dorsata	OV815487.1	33828451	33829651	forward	1674.0	0	0
Andrena_hattorfiana	OX122894.2	42441098	42441830	Andrena_minutula	OV815998.1	32403721	32404445	reverse	937.0	0	0
Andrena_hattorfiana	OX122894.2	42441305	42441794	Andrena_dorsata	OV815487.1	33826337	33826821	reverse	756.0	0	0
Andrena_minutula	OV815998.1	32405464	32407317	Andrena_hattorfiana	OX122894.2	42437832	42439762	reverse	2076.0	0	0
Andrena_minutula	OV815998.1	32405855	32407291	Andrena_dorsata	OV815487.1	33828242	33829733	forward	1624.0	0	0
Andrena_minutula	OV815998.1	32405084	32405291	Andrena_dorsata	OV815487.1	33827434	33827641	forward	346.0	0	0
Andrena_hattorfiana	OX122894.2	42437852	42439343	Andrena_dorsata	OV815487.1	33828242	33829739	reverse	2257.0	0	0
Andrena_hattorfiana	OX122894.2	42439966	42440312	Andrena_dorsata	OV815487.1	33827293	33827641	reverse	538.0	0	0
Andrena_hattorfiana	OX122894.2	42448258	42448559	Andrena_minutula	OV815998.1	32398921	32399217	reverse	387.0	0	0
Andrena_hattorfiana	OX122894.2	42444019	42445948	Andrena_minutula	OV815998.1	32401506	32403417	reverse	2833.0	0	0
Andrena_hattorfiana	OX122894.2	42446192	42447538	Andrena_dorsata	OV815487.1	33821793	33823141	reverse	2008.0	0	0
Andrena_hattorfiana	OX122894.2	42443957	42444894	Andrena_dorsata	OV815487.1	33825392	33826323	reverse	1411.0	0	0
Andrena_minutula	OV815998.1	32399785	32401214	Andrena_dorsata	OV815487.1	33821642	33823141	forward	1788.4	0	0
Andrena_minutula	OV815998.1	32402555	32403416	Andrena_dorsata	OV815487.1	33825392	33826260	forward	1260.0	0	0
Andrena_minutula	OV815998.1	32403756	32404242	Andrena_dorsata	OV815487.1	33826336	33826823	forward	689.0	0	0
Andrena_minutula	OV815998.1	32405171	32405370	Andrena_bicolor	OY482664.1	34689509	34689708	forward	364.0	0	0
Andrena_hattorfiana	OX122894.2	42439888	42440087	Andrena_bicolor	OY482664.1	34689509	34689708	reverse	337.0	0	0
Andrena_bicolor	OY482664.1	34689509	34689630	Andrena_dorsata	OV815487.1	33827521	33827642	forward	226.0	95.3	0
Andrena_hattorfiana	OX122894.2	42435821	42437046	Andrena_minutula	OV815998.1	32408008	32409174	reverse	1134.0	0	0
Andrena_hattorfiana	OX122894.2	42435055	42437052	Andrena_dorsata	OV815487.1	33830548	33832537	reverse	2625.0	0	0
Andrena_hattorfiana	OX122894.2	42435055	42437052	Andrena_bicolor	OY482664.1	34694059	34696054	reverse	2314.0	0	0
Andrena_minutula	OV815998.1	32409168	32409888	Andrena_dorsata	OV815487.1	33831804	33832519	forward	989.0	0	0
Andrena_minutula	OV815998.1	32407770	32410011	Andrena_bicolor	OY482664.1	34693822	34696163	forward	2145.0	0	0
Andrena_dorsata	OV815487.1	33830492	33832591	Andrena_bicolor	OY482664.1	34694003	34696108	forward	2350.0	0	0
Andrena_hattorfiana	OX122894.2	42424799	42425501	Andrena_minutula	OV815998.1	32424042	32424717	reverse	774.0	0	0
Andrena_hattorfiana	OX122894.2	42424753	42425325	Andrena_dorsata	OV815487.1	33842042	33842616	reverse	850.0	0	0
Andrena_hattorfiana	OX122894.2	42424753	42425457	Andrena_bicolor	OY482664.1	34708808	34709503	reverse	905.3	0	0
Andrena_minutula	OV815998.1	32410918	32411515	Andrena_hattorfiana	OX122894.2	42433314	42433922	reverse	787.0	0	0
Andrena_minutula	OV815998.1	32410767	32411354	Andrena_bicolor	OY482664.1	34696938	34697557	forward	701.0	0	0
Andrena_minutula	OV815998.1	32410815	32411514	Andrena_dorsata	OV815487.1	33833557	33834286	forward	806.0	0	0
Andrena_bicolor	OY482664.1	34702808	34703230	Andrena_hattorfiana	OX122894.2	42430153	42430574	reverse	597.0	0	0
Andrena_bicolor	OY482664.1	34702907	34704639	Andrena_minutula	OV815998.1	32419167	32420816	forward	1857.4	0	0
Andrena_bicolor	OY482664.1	34702808	34704754	Andrena_dorsata	OV815487.1	33837575	33839480	forward	2527.0	0	0
Andrena_bicolor	OY482664.1	34703422	34704754	Andrena_hattorfiana	OX122894.2	42427929	42429252	reverse	1777.0	0	0
Andrena_hattorfiana	OX122894.2	42433482	42434202	Andrena_bicolor	OY482664.1	34696831	34697557	reverse	966.0	0	0
