# species1 chromo1 start1 end1 species2 chromo2 start2 end orientation score score_against_rest_species2_genome score_against_rest_species1_genome
Andrena_chrysosceles	OY979766.1	103088578	103094385	Andrena_marginata	OZ010659.1	46721135	46726948	reverse	9075.0	0	0
Andrena_chrysosceles	OY979766.1	103080193	103081249	Andrena_marginata	OZ010659.1	46735051	46736100	reverse	1375.0	0	0
Andrena_marginata	OZ010659.1	46737151	46737486	Andrena_chrysosceles	OY979766.1	103078865	103079201	reverse	460.0	0	104.0
Andrena_chrysosceles	OY979766.1	103077349	103078175	Andrena_marginata	OZ010659.1	46739025	46739850	reverse	1304.0	0	0
Andrena_haemorrhoa	OU342943.1	10039743	10039827	Andrena_fulva	OX276327.1	53948717	53948801	forward	135.0	0	0
Andrena_praecox	OZ010728.1	61972958	61973157	Andrena_fulva	OX276327.1	53964598	53964797	forward	359.0	0	0
Andrena_marginata	OZ010659.1	46742551	46745250	Andrena_chrysosceles	OY979766.1	103072066	103074744	reverse	3991.0	0	0
Andrena_haemorrhoa	OU342943.1	9951450	9951895	Andrena_marginata	OZ010659.1	46748720	46749165	forward	641.0	0	0
Andrena_haemorrhoa	OU342943.1	9951451	9951900	Andrena_chrysosceles	OY979766.1	103068012	103068459	reverse	636.0	0	0
Andrena_marginata	OZ010659.1	46748701	46749299	Andrena_chrysosceles	OY979766.1	103067884	103068479	reverse	915.0	0	0
Andrena_marginata	OZ010659.1	46741180	46741500	Andrena_chrysosceles	OY979766.1	103075765	103076085	reverse	544.0	0	0
Andrena_haemorrhoa	OU342943.1	9953504	9953847	Andrena_marginata	OZ010659.1	46750503	46750846	forward	542.0	0	0
Andrena_haemorrhoa	OU342943.1	9953411	9953848	Andrena_chrysosceles	OY979766.1	103065708	103066149	reverse	664.0	0	0
Andrena_marginata	OZ010659.1	46750504	46750921	Andrena_chrysosceles	OY979766.1	103065634	103066051	reverse	651.0	0	0
Andrena_haemorrhoa	OU342943.1	9963301	9964198	Andrena_chrysosceles	OY979766.1	103057808	103058668	reverse	1109.0	0	135.0
Andrena_haemorrhoa	OU342943.1	9963573	9964199	Andrena_marginata	OZ010659.1	46760400	46760993	forward	751.7	0	0
Andrena_chrysosceles	OY979766.1	103060186	103060606	Andrena_marginata	OZ010659.1	46758606	46758964	reverse	381.5	0	0
Andrena_chrysosceles	OY979766.1	103057800	103058395	Andrena_marginata	OZ010659.1	46760401	46761000	reverse	917.0	141.0	0
Andrena_chrysosceles	OY979766.1	103059101	103059733	Andrena_haemorrhoa	OU342943.1	9962219	9962850	reverse	979.0	135.0	0
Andrena_chrysosceles	OY979766.1	103058833	103059735	Andrena_marginata	OZ010659.1	46759049	46759950	reverse	1489.0	141.0	0
Andrena_haemorrhoa	OU342943.1	9962128	9962849	Andrena_marginata	OZ010659.1	46758960	46759682	forward	1112.0	0	0
Andrena_chrysosceles	OY979766.1	103058498	103058697	Andrena_marginata	OZ010659.1	46760101	46760300	reverse	309.0	0	0
Andrena_haemorrhoa	OU342943.1	9947734	9948000	Andrena_chrysosceles	OY979766.1	103070873	103071135	reverse	335.0	0	0
Andrena_chrysosceles	OY979766.1	103069932	103070153	Andrena_haemorrhoa	OU342943.1	9948976	9949200	reverse	346.0	0	0
Andrena_chrysosceles	OY979766.1	103069886	103070158	Andrena_marginata	OZ010659.1	46747228	46747500	reverse	449.0	0	0
Andrena_haemorrhoa	OU342943.1	9948975	9949199	Andrena_marginata	OZ010659.1	46747232	46747453	forward	329.0	0	0
Andrena_chrysosceles	OY979766.1	103070626	103070759	Andrena_marginata	OZ010659.1	46746453	46746587	reverse	204.0	148.0	0
Andrena_chrysosceles	OY979766.1	103062286	103062493	Andrena_haemorrhoa	OU342943.1	9958052	9958267	reverse	298.0	0	0
Andrena_chrysosceles	OY979766.1	103062286	103062559	Andrena_marginata	OZ010659.1	46756668	46756950	reverse	359.0	0	0
Andrena_marginata	OZ010659.1	46754703	46755082	Andrena_chrysosceles	OY979766.1	103063336	103063715	reverse	603.0	0	0
Andrena_marginata	OZ010659.1	46754702	46755149	Andrena_haemorrhoa	OU342943.1	9956569	9957013	forward	641.0	0	0
Andrena_chrysosceles	OY979766.1	103063336	103063734	Andrena_haemorrhoa	OU342943.1	9956551	9956949	reverse	593.0	0	0
